Brewery,Name,Address,Brewery_Type,URL,URL_Title,Map_URL,Telephone,Latitude,Longitude
brewery,Suds Brothers Brewing Co #2,"127 E Aspen Ave Fruita, CO 81521-2543",Brewpub,http://www.sudsbrothersbrewery.com,www.sudsbrothersbrewery.com,http://www.google.com/maps/place/127 E Aspen Ave++Fruita+CO+United States,(970) 858-1571,39.159164,-108.732678
brewery,"Dempseys Brewery, Pub &amp; Restaurant","127 N Broadway Watertown, SD 57201-3525",Brewpub,http://www.dempseybrewpub.com,www.dempseybrewpub.com,http://www.google.com/maps/place/127 N Broadway++Watertown+SD+United States,(605) 882-9760,44.902925,-97.114107
brewery,Danny Boy Beer Works,"12702 Meeting House Rd Carmel, IN 46032-7292",Brewpub,http://www.dannyboybeerworks.com,www.dannyboybeerworks.com,http://www.google.com/maps/place/12702 Meeting House Rd++Carmel+IN+United States,(317) 669-8080,39.97144,-86.196827
brewery,Millbock Brewing,"1271 Red Hill Rd. Dauphin, PA 17018-9431",Micro,http://www.millbock.com,www.millbock.com,http://www.google.com/maps/place/1271 Red Hill Rd.++Dauphin+PA+United States,717-469-5007,40.375862,-76.980693
brewery,Magnify Brewing Company,"1275 Bloomfield Ave Building 7, Unit 40CFairfield, NJ 07004",Micro,http://www.magnifybrewing.com,www.magnifybrewing.com,"http://www.google.com/maps/place/1275 Bloomfield Ave+Building 7, Unit 40C+Fairfield+NJ+United States",,40.860889,-74.319471
brewery,Pac City Brewery,"12780 Pierce St Ste 5 Pacoima, CA 91331-7417",Micro,http://www.paccitybrewery.com,www.paccitybrewery.com,http://www.google.com/maps/place/12780 Pierce St Ste 5++Pacoima+CA+United States,(818) 272-3661,34.268034,-118.411241
brewery,Roughtail Brewing,"1279 N Air Depot Blvd Oklahoma City, OK 73110-3333",Micro,http://www.roughtailbeer.com,www.roughtailbeer.com,http://www.google.com/maps/place/1279 N Air Depot Blvd++Oklahoma City+OK+United States,,35.48031,-97.406493
brewery,The Other Farm Brewing Company,"128 E. Philadelphia Ave Boyertown, PA 19512-1161",Brewpub,http://www.theotherfarmbrewingcompany.com,www.theotherfarmbrewingcompany.com,http://www.google.com/maps/place/128 E. Philadelphia Ave++Boyertown+PA+United States,(610) 367-1788,40.332212,-75.635536
brewery,Single Speed Brewing Co,"128 Main St Cedar Falls, IA 50613-2644",Micro,http://www.singlespeedbrewing.com,www.singlespeedbrewing.com,http://www.google.com/maps/place/128 Main St++Cedar Falls+IA+United States,(319) 266-3581,42.536996,-92.445211
brewery,Lavery Brewing Co,"128 W 12th St Erie, PA 16501-1750",Micro,http://www.laverybrewing.com,www.laverybrewing.com,http://www.google.com/maps/place/128 W 12th St++Erie+PA+United States,(814) 454-0405,42.122912,-80.083937
brewery,Tecumseh Brewing Company,"128 W Chicago Blvd Tecumseh, MI 49286-1553",Brewpub,http://www.tecumsehbrewingco.com,www.tecumsehbrewingco.com,http://www.google.com/maps/place/128 W Chicago Blvd++Tecumseh+MI+United States,(517) 815-1726,42.003994,-83.945779
brewery,Emmetts Tavern and Brewing Co,"128 W Main St West Dundee, IL 60118-2017",Brewpub,,,http://www.google.com/maps/place/128 W Main St++West Dundee+IL+United States,(847) 428-4500,42.098314,-88.278398
brewery,Barley John's Brewing Company,"1280 Madison Ave New Richmond, WI 54017",Micro,http://www.barleyjohnsbrewery.com,www.barleyjohnsbrewery.com,http://www.google.com/maps/place/1280 Madison Ave++New Richmond+WI+United States,(715) 246-4677,45.104706,-92.549845
brewery,Lagunitas Brewing Co,"1280 N McDowell Blvd Petaluma, CA 94954-1113",Regional,http://www.lagunitas.com,www.lagunitas.com,http://www.google.com/maps/place/1280 N McDowell Blvd++Petaluma+CA+United States,(707) 769-4495,38.27266,-122.661887
brewery,Bare Hands Brewery,"12801 Sandy Ct Granger, IN 46530-4309",Micro,http://www.barehandsbrewbrewery.com,www.barehandsbrewbrewery.com,http://www.google.com/maps/place/12801 Sandy Ct++Granger+IN+United States,(574) 277-2258,41.759807,-86.116899
brewery,Granite City Food &amp; Brewery (#4),"12801 University Ave Clive, IA 50325-8219",Brewpub,http://www.gcfb.net,www.gcfb.net,http://www.google.com/maps/place/12801 University Ave++Clive+IA+United States,(515) 224-1300,41.600935,-93.794993
brewery,Fort Myers Brewing,"12811 Commerce Lakes Dr Ste 28 Fort Myers, FL 33913-8649",Micro,,,http://www.google.com/maps/place/12811 Commerce Lakes Dr Ste 28++Fort Myers+FL+United States,(916) 234-3332,26.561397,-81.744161
brewery,Flycaster Brewing Co.,"12815 NE 124th St Ste I Kirkland, WA 98034-8313",Micro,http://www.flycasterbrewing.com,www.flycasterbrewing.com,http://www.google.com/maps/place/12815 NE 124th St Ste I++Kirkland+WA+United States,(206) 963-6626,47.710416,-122.168991
brewery,Twelve Bar Brews,"12826 NE 178th St Ste C Woodinville, WA 98072-8737",Micro,http://www.twelvebarbrews.com,www.twelvebarbrews.com,http://www.google.com/maps/place/12826 NE 178th St Ste C++Woodinville+WA+United States,(425) 482-1188,47.756867,-122.167849
brewery,Fordham &amp; Dominion Brewing Co,"1284 McD Dr Dover, DE 19901-4639",Regional,http://www.fordhamanddominion.com,www.fordhamanddominion.com,http://www.google.com/maps/place/1284 McD Dr++Dover+DE+United States,(302) 678-4810,39.154007,-75.488358
brewery,Bitter Old Fecker Rustic Ales,"12855 E Old US Hwy 12 Chelsea, MI 48118",Micro,,,http://www.google.com/maps/place/12855 E Old US Hwy 12++Chelsea+MI+United States,(734) 444-5201,42.298634,-83.982063
brewery,Cape May Brewing Company,"1288 Hornet Rd Rio Grande, NJ 08242-2210",Micro,http://www.capemaybrewery.com,www.capemaybrewery.com,http://www.google.com/maps/place/1288 Hornet Rd++Rio Grande+NJ+United States,(609) 849-9933,39.003056,-74.912932
brewery,Schubros Brewery,"12893 Alcosta Blvd Ste N San Ramon, CA 94583-1305",Micro,http://www.schubros.com,www.schubros.com,http://www.google.com/maps/place/12893 Alcosta Blvd Ste N++San Ramon+CA+United States,(925) 327-0700,37.777815,-121.96282
brewery,"Henniker Brewing Company, LLC","129 Centervale Rd Henniker, NH 03242-3280",Micro,http://www.hennikerbrewing.com,www.hennikerbrewing.com,http://www.google.com/maps/place/129 Centervale Rd++Henniker+NH+United States,(603) 428-3579,43.180964,-71.783403
brewery,Legal Remedy Brewing,"129 Oakland Ave Rock Hill, SC 29730-4019",Brewpub,http://www.legalremedybrewing.com,www.legalremedybrewing.com,http://www.google.com/maps/place/129 Oakland Ave++Rock Hill+SC+United States,,34.930657,-81.024449
brewery,Floyd County Brewing Company,"129 West Main New Albany, IN 47150-5958",Brewpub,http://www.floydcountybrewing.com,www.floydcountybrewing.com,http://www.google.com/maps/place/129 West Main++New Albany+IN+United States,(470) 588-2337,38.282853,-85.824076
brewery,Former Future Brewing Co,"1290 S Broadway Denver, CO 80210-1504",Micro,http://www.formerfuturebrewingcompany.com,www.formerfuturebrewingcompany.com,http://www.google.com/maps/place/1290 S Broadway++Denver+CO+United States,(720) 402-5030,39.693394,-104.987053
brewery,"Galveston Bay Beer Company, Inc.","12900 FM 3436 Rd Dickinson, TX 77539-2565",Micro,,,http://www.google.com/maps/place/12900 FM 3436 Rd++Dickinson+TX+United States,(281) 339-3210,29.483593,-95.008589
brewery,Morgantown Brewing Co,"1291 University Ave Morgantown, WV 26505-5450",Brewpub,http://www.morgantownbrewing.com,www.morgantownbrewing.com,http://www.google.com/maps/place/1291 University Ave++Morgantown+WV+United States,(304) 292-6959,39.63048,-79.958034
brewery,Fin City Brewing / Hoopers Crab House,"12913 Ocean Gtwy Ocean City, MD 21842-9505",Brewpub,http://www.hooperscrabhouse.com,www.hooperscrabhouse.com,http://www.google.com/maps/place/12913 Ocean Gtwy++Ocean City+MD+United States,(410) 213-1770,38.335122,-75.098615
brewery,Orlison Brewing Company,"12921 West 17th Ave Airway Heights, WA 99001",Micro,http://www.orlisonbrewing.com,www.orlisonbrewing.com,http://www.google.com/maps/place/12921 West 17th Ave++Airway Heights+WA+United States,(509) 389-6253,47.640019,-117.589968
brewery,Mad Beach Brewing,"12945 Village Blvd Madeira Beach, FL 33708-2656",Micro,http://www.madbeachbrewing.com,www.madbeachbrewing.com,http://www.google.com/maps/place/12945 Village Blvd++Madeira Beach+FL+United States,(727) 362-0008,27.786476,-82.783603
brewery,Back East Brewing,"1296 Blue Hills Ave Ste A Bloomfield, CT 06002-5312",Micro,http://www.backeastbrewing.com,www.backeastbrewing.com,http://www.google.com/maps/place/1296 Blue Hills Ave Ste A++Bloomfield+CT+United States,(860) 242-1793,41.855027,-72.704729
brewery,Helltown Brewing,"13 Henry C Frick St Mount Pleasant, PA 15666-1343",Micro,http://www.helltownbrewing.com,www.helltownbrewing.com,http://www.google.com/maps/place/13 Henry C Frick St++Mount Pleasant+PA+United States,(724) 542-4339,40.150455,-79.53232
brewery,Taxman Brewing Co,"13 S Baldwin St Bargersville, IN 46106-9089",Brewpub,http://www.taxmanbrewing.com,www.taxmanbrewing.com,http://www.google.com/maps/place/13 S Baldwin St++Bargersville+IN+United States,(317) 458-0210,39.520959,-86.167006
brewery,Iron Hill Brewery &amp; Restaurant - Phoenixville,"130 Bridge St # 138 Phoenixville, PA 19460-3448",Brewpub,http://www.ironhillbrewery.com,www.ironhillbrewery.com,http://www.google.com/maps/place/130 Bridge St # 138++Phoenixville+PA+United States,(610) 983-9333,40.13407,-75.513777
brewery,BearWaters Brewing Co,"130 Frazier St Ste 7 Waynesville, NC 28786-3688",Micro,http://www.bwbrewing.com,www.bwbrewing.com,http://www.google.com/maps/place/130 Frazier St Ste 7++Waynesville+NC+United States,(828) 246-0602,35.504029,-82.993554
brewery,"Lost Province Brewing Company, LLC","130 N Depot St Boone, NC 28607-3603",Brewpub,http://www.lostprovince.com,www.lostprovince.com,http://www.google.com/maps/place/130 N Depot St++Boone+NC+United States,(828) 265-3506,36.219076,-81.683544
brewery,Bootleggers Brewery,"130 S Highland Ave Fullerton, CA 92832-1803",Micro,,,http://www.google.com/maps/place/130 S Highland Ave++Fullerton+CA+United States,(714) 871-2337,33.869596,-117.928425
brewery,Prescott Brewing Co,"130 W Gurley St Ste A Prescott, AZ 86301-3603",Brewpub,http://www.prescottbrewingcompany.com,www.prescottbrewingcompany.com,http://www.google.com/maps/place/130 W Gurley St Ste A++Prescott+AZ+United States,(928) 771-2795,34.542205,-112.469636
brewery,Dangerous Man Brewing Co,"1300 2nd St NE Minneapolis, MN 55413-1132",Micro,http://www.dangerousmanbrewing.com,www.dangerousmanbrewing.com,http://www.google.com/maps/place/1300 2nd St NE++Minneapolis+MN+United States,(612) 377-4164,45.001101,-93.266405
brewery,Six Rivers Brewery,"1300 Central Ave McKinleyville, CA 95519-6429",Brewpub,http://www.sixriversbrewery.com,www.sixriversbrewery.com,http://www.google.com/maps/place/1300 Central Ave++McKinleyville+CA+United States,(707) 839-7580,40.926039,-124.100199
brewery,Parker's Steakhouse and Brewery,"1300 Mt Saint Helens Way NE Castle Rock, WA 98611-9014",Brewpub,http://www.parkerssteakhouse.com,www.parkerssteakhouse.com,http://www.google.com/maps/place/1300 Mt Saint Helens Way NE++Castle Rock+WA+United States,(360) 414-9180,46.286764,-122.898596
brewery,"Orlando Brewing Partners, Inc.","1301 Atlanta Ave Orlando, FL 32806-3908",Micro,http://www.orlandobrewing.com,www.orlandobrewing.com,http://www.google.com/maps/place/1301 Atlanta Ave++Orlando+FL+United States,(407) 872-1117,28.526432,-81.382631
brewery,Fountain Square Brewing Co,"1301 Barth Ave Indianapolis, IN 46203-1872",Micro,http://www.fountainsquarebrewing.com,www.fountainsquarebrewing.com,http://www.google.com/maps/place/1301 Barth Ave++Indianapolis+IN+United States,(317) 493-1410,39.749593,-86.140525
brewery,Brewery At Abigaile,"1301 Manhattan Ave Hermosa Beach, CA 90254-3666",Brewpub,http://www.abigailerestaurant.com,www.abigailerestaurant.com,http://www.google.com/maps/place/1301 Manhattan Ave++Hermosa Beach+CA+United States,(310) 798-8227,33.863261,-118.399538
brewery,"Legend Beverage, Inc","1301 S Lewis St. Anaheim, CA 92805-6431",Contract,http://www.legendsbeer.com,www.legendsbeer.com,http://www.google.com/maps/place/1301 S Lewis St.++Anaheim+CA+United States,(888) 327-0202,33.816534,-117.898885
brewery,Red Horn Brewing Co.,"13010 W Parmer Lane, Suite 800 Cedar Park, TX 78613",Micro,http://www.redhornbrew.com,www.redhornbrew.com,"http://www.google.com/maps/place/13010 W Parmer Lane, Suite 800++Cedar Park+TX+United States",(512) 986-7038,30.533692,-97.780936
brewery,Tustin Brewing Co,"13011 Newport Ave Ste 100 Tustin, CA 92780-3517",Brewpub,http://www.tustinbrewery.com,www.tustinbrewery.com,http://www.google.com/maps/place/13011 Newport Ave Ste 100++Tustin+CA+United States,(714) 665-2337,33.749897,-117.811278
brewery,Hellbent Brewing Company,"13035 Lake City Way NE Seattle, WA 98125-4428",Micro,http://www.hellbentbrewingcompany.com,www.hellbentbrewingcompany.com,http://www.google.com/maps/place/13035 Lake City Way NE++Seattle+WA+United States,(206) 361-3707,47.723973,-122.293177
brewery,101 North Brewing Company,"1304 Scott St Ste D Petaluma, CA 94954-7100",Micro,http://www.101northbeer.com,www.101northbeer.com,http://www.google.com/maps/place/1304 Scott St Ste D++Petaluma+CA+United States,(707) 778-8384,38.270216,-122.665238
brewery,Boulder Creek Brewing Co,"13040 Highway 9 Boulder Creek, CA 95006-9154",Brewpub,http://www.bouldercreekbrewery.net,www.bouldercreekbrewery.net,http://www.google.com/maps/place/13040 Highway 9++Boulder Creek+CA+United States,(831) 338-7882,37.12326,-122.121336
brewery,Fogbelt Brewing Co,"1305 Cleveland Ave Santa Rosa, CA 95401-4211",Brewpub,http://www.fogbeltbrewing.com,www.fogbeltbrewing.com,http://www.google.com/maps/place/1305 Cleveland Ave++Santa Rosa+CA+United States,(707) 978-3400,38.449177,-122.72704
brewery,Iron Fist Brewing Co,"1305 Hot Spring Way Ste 101 Vista, CA 92081-7876",Micro,http://www.ironfistbrewing.com,www.ironfistbrewing.com,http://www.google.com/maps/place/1305 Hot Spring Way Ste 101++Vista+CA+United States,(760) 216-6500,33.145551,-117.238672
brewery,The Austin Beer Garden Brewing Co,"1305 W Oltorf St Ste B Austin, TX 78704-5362",Brewpub,http://www.theabgb.com,www.theabgb.com,http://www.google.com/maps/place/1305 W Oltorf St Ste B++Austin+TX+United States,(512) 298-2242,30.245176,-97.768875
brewery,Slaughter County Brewing,"1307 Bay St Port Orchard, WA 98366-5105",Brewpub,http://www.slaughtercountybrewing.com,www.slaughtercountybrewing.com,http://www.google.com/maps/place/1307 Bay St++Port Orchard+WA+United States,(360) 329-2340,47.542866,-122.626185
brewery,Jefferson Street Brewery / Waterstone Pizza,"1309 Jefferson St Lynchburg, VA 24504-1815",Brewpub,http://www.jeffersonstreetbrewery.com,www.jeffersonstreetbrewery.com,http://www.google.com/maps/place/1309 Jefferson St++Lynchburg+VA+United States,(434) 455-1515,37.411809,-79.137224
brewery,Bindlestick Brewing Co,"1309 Leander Dr Unit 504 Leander, TX 78641-2692",Micro,http://www.bindlestickbeer.com,www.bindlestickbeer.com,http://www.google.com/maps/place/1309 Leander Dr Unit 504++Leander+TX+United States,(512) 259-9339,30.561759,-97.842431
brewery,Smartmouth Brewing Co,"1309 Raleigh Ave Norfolk, VA 23507-1367",Micro,http://www.smartmouthbrewing.com,www.smartmouthbrewing.com,http://www.google.com/maps/place/1309 Raleigh Ave++Norfolk+VA+United States,,36.866415,-76.309354
brewery,Zeta Brewing Company,"131 1 St Ave N Jacksonville Beach, FL 32250",Brewpub,http://www.zetabrewing.com,www.zetabrewing.com,http://www.google.com/maps/place/131 1 St Ave N++Jacksonville Beach+FL+United States,(904) 372-0727,30.29049,-81.390855
brewery,Harpers Restaurant and Brewpub,"131 Albert Ave East Lansing, MI 48823-4315",Brewpub,,,http://www.google.com/maps/place/131 Albert Ave++East Lansing+MI+United States,(517) 333-4040,42.736273,-84.482741
brewery,Etna Brewing Co LLC,"131 Callahan Street Etna, CA 96027",Micro,http://www.etnabrew.com,www.etnabrew.com,http://www.google.com/maps/place/131 Callahan Street++Etna+CA+United States,(530) 467-5277,41.45699,-122.891817
brewery,Ruth McGowans Brewpub,"131 E 1st St Cloverdale, CA 95425-3701",Brewpub,http://www.ruthmcgowansbrewpub.com,www.ruthmcgowansbrewpub.com,http://www.google.com/maps/place/131 E 1st St++Cloverdale+CA+United States,(707) 894-9610,38.805493,-123.015921
brewery,Olde Saratoga/Kingfisher Brewing Co,"131 Excelsior Ave Saratoga Springs, NY 12866-8545",Regional,http://www.oldesaratogabrew.com,www.oldesaratogabrew.com,http://www.google.com/maps/place/131 Excelsior Ave++Saratoga Springs+NY+United States,(518) 581-0492,43.091016,-73.7679
brewery,The Phoenix Brewing Company,"131 N Diamond St Mansfield, OH 44902-1331",Micro,http://www.phoenixbrewing.com,www.phoenixbrewing.com,http://www.google.com/maps/place/131 N Diamond St++Mansfield+OH+United States,419-522-2552,40.761953,-82.514139
brewery,Fat Head's Brewery - Portland,"131 NW 13th Ave Portland, OR 97209-4110",Brewpub,http://www.fatheadsportland.com,www.fatheadsportland.com,http://www.google.com/maps/place/131 NW 13th Ave++Portland+OR+United States,(440) 801-1001,45.524117,-122.684548
brewery,June Lake Brewing,"131 S Crawford Ave June Lake, CA 93529",Micro,http://www.junelakebrewing.com,www.junelakebrewing.com,http://www.google.com/maps/place/131 S Crawford Ave++June Lake+CA+United States,,37.778817,-119.076172
brewery,Southport Brewing Co - Downtown,"131 Summer St Stamford, CT 06901-2323",Brewpub,http://www.southportbrewing.com,www.southportbrewing.com,http://www.google.com/maps/place/131 Summer St++Stamford+CT+United States,(203) 327-2337,41.054447,-73.540442
brewery,57 Brew Pub &amp; Bistro,"1310 W Washington St Greenville, MI 48838-2190",Brewpub,http://www.57brewpub.com,www.57brewpub.com,http://www.google.com/maps/place/1310 W Washington St++Greenville+MI+United States,(616) 712-6226,43.177677,-85.272748
brewery,Birch's On the Lake,"1310 W. Wayzata Blvd Long Lake, MN 55356-8314",Brewpub,http://www.birchsrestaurantandbar.com,www.birchsrestaurantandbar.com,http://www.google.com/maps/place/1310 W. Wayzata Blvd++Long Lake+MN+United States,(952) 473-7373,44.985345,-93.557004
brewery,The Maple Grille LLC,"13105 Gratiot Rd Hemlock, MI 48626",Brewpub,,,http://www.google.com/maps/place/13105 Gratiot Rd++Hemlock+MI+United States,,43.416212,-84.172797
brewery,Iron Hill Brewery &amp; Restaurant - Voorhees,"13107 Town Center Blvd Voorhees, NJ 08043-2668",Brewpub,http://www.ironhillbrewery.com,www.ironhillbrewery.com,http://www.google.com/maps/place/13107 Town Center Blvd++Voorhees+NJ+United States,(302) 888-2739,39.851907,-74.998626
brewery,Second Self Brewing,"1311 Logan Cir NW Atlanta, GA 30318-2858",Micro,,,http://www.google.com/maps/place/1311 Logan Cir NW++Atlanta+GA+United States,(404) 713-4250,33.805598,-84.430001
brewery,Ritual Brewing Co,"1315 Research Dr Redlands, CA 92374-4583",Micro,http://www.ritualbrewing.com,www.ritualbrewing.com,http://www.google.com/maps/place/1315 Research Dr++Redlands+CA+United States,(909) 478-7800,34.070829,-117.237201
brewery,Jackrabbit Brewing Co,"1315 Terminal St West Sacramento, CA 95691-3514",Micro,http://www.jackrabbitbrewingcompany.com,www.jackrabbitbrewingcompany.com,http://www.google.com/maps/place/1315 Terminal St++West Sacramento+CA+United States,(209) 612-0259,38.572117,-121.54135
brewery,BridgePort Brewing Co,"1318 NW Northrup St Portland, OR 97209-2808",Regional,http://www.bridgeportbrew.com,www.bridgeportbrew.com,http://www.google.com/maps/place/1318 NW Northrup St++Portland+OR+United States,(503) 241-7179,45.531374,-122.684859
brewery,Jester King Brewery,"13187 Fitzhugh Rd Bldg B Austin, TX 78736-6508",Micro,http://www.jesterkingbrewery.com,www.jesterkingbrewery.com,http://www.google.com/maps/place/13187 Fitzhugh Rd Bldg B++Austin+TX+United States,(512) 364-7278,30.232402,-98.000223
brewery,Blackhorse Pub and Brewery,"132 Franklin St Clarksville, TN 37040-3438",Brewpub,http://www.theblackhorsepub.net,www.theblackhorsepub.net,http://www.google.com/maps/place/132 Franklin St++Clarksville+TN+United States,(931) 552-3726,36.527373,-87.358837
brewery,Dubuque Star Brands,"132 Sheridan St Muscatine, IA 52761-5543",Contract,,,http://www.google.com/maps/place/132 Sheridan St++Muscatine+IA+United States,,41.433363,-91.029069
brewery,Duke's American Grill / Brooksville Brewing Company,"1320 Commercial Way Spring Hill, FL 34606-4522",Brewpub,http://www.brooksvillebrewingcompany.com,www.brooksvillebrewingcompany.com,http://www.google.com/maps/place/1320 Commercial Way++Spring Hill+FL+United States,(352) 610-4388,28.451847,-82.630149
brewery,Klamath Basin Brewing Co,"1320 Main St Klamath Falls, OR 97601-5914",Brewpub,http://www.kbbrewing.com,www.kbbrewing.com,http://www.google.com/maps/place/1320 Main St++Klamath Falls+OR+United States,(541) 273-5222,42.227973,-121.776426
brewery,Ruddy Duck Brewery and Grill,"13200 Dowell Rd Solomons Island, MD 20629",Brewpub,http://www.ruddyduckbrewery.com,www.ruddyduckbrewery.com,http://www.google.com/maps/place/13200 Dowell Rd++Solomons Island+MD+United States,(410) 394-3825,38.347274,-76.454716
brewery,Lightning Brewery,"13200 Kirkham Way Ste 105 Poway, CA 92064-7126",Micro,http://www.lightningbrewery.com,www.lightningbrewery.com,http://www.google.com/maps/place/13200 Kirkham Way Ste 105++Poway+CA+United States,(858) 513-8070,32.935491,-117.043516
brewery,Liberty Steakhouse and Brewery,"1321 Celebrity Cir Myrtle Beach, SC 29577-7445",Brewpub,,,http://www.google.com/maps/place/1321 Celebrity Cir++Myrtle Beach+SC+United States,(843) 626-4677,33.715155,-78.87495
brewery,Natian Brewery,"1321 NE Couch St Portland, OR 97232-3007",Micro,http://www.natianbrewery.com,www.natianbrewery.com,http://www.google.com/maps/place/1321 NE Couch St++Portland+OR+United States,(971) 678-7116,45.523975,-122.65256
brewery,Marley's Brewery &amp; Grille,"1323 Columbia Blvd Bloomsburg, PA 17815-8860",Brewpub,,,http://www.google.com/maps/place/1323 Columbia Blvd++Bloomsburg+PA+United States,(570) 784-9600,41.006627,-76.431313
brewery,Degonia Bros Brewing Co,"1323 Niedringhaus Ave Granite City, IL 62040-4654",Micro,,,http://www.google.com/maps/place/1323 Niedringhaus Ave++Granite City+IL+United States,,38.701568,-90.149164
brewery,Mississippi Brewing Company,"13247 D Seaway Rd Gulfport, MS 39503-4663",Contract,http://www.mississippibrewingcompany.com,www.mississippibrewingcompany.com,http://www.google.com/maps/place/13247 D Seaway Rd++Gulfport+MS+United States,(228)323-1336,30.42771,-89.059972
brewery,Rip Current Brewery,"1325 Grand Ave Ste 100 San Marcos, CA 92078-2451",Micro,http://www.ripcurrentbrewing.com,www.ripcurrentbrewing.com,http://www.google.com/maps/place/1325 Grand Ave Ste 100++San Marcos+CA+United States,(760) 481-3141,33.142744,-117.192548
brewery,Social Kitchen &amp; Brewery,"1326 9th Ave San Francisco, CA 94122-2309",Brewpub,http://www.socialkitchenandbrewery.com,www.socialkitchenandbrewery.com,http://www.google.com/maps/place/1326 9th Ave++San Francisco+CA+United States,(415) 681-0330,37.763495,-122.466028
brewery,HenHouse Brewing,"1326 Ross St Ste D Petaluma, CA 94954-6545",Proprietor,http://www.henhousebrewing.com,www.henhousebrewing.com,http://www.google.com/maps/place/1326 Ross St Ste D++Petaluma+CA+United States,,38.269917,-122.663309
brewery,Beast Brewing Co,"1326 W Hwy 92 #8 Bisbee, AZ 85603-1151",Micro,http://www.beastbrewingcompany.com,www.beastbrewingcompany.com,http://www.google.com/maps/place/1326 W Hwy 92 #8++Bisbee+AZ+United States,(520) 284-5251,31.39711,-109.930003
brewery,3 Sheeps Brewing Co,"1327 Huron Ave Sheboygan, WI 53081-3282",Micro,http://www.3sheepsbrewing.com,www.3sheepsbrewing.com,http://www.google.com/maps/place/1327 Huron Ave++Sheboygan+WI+United States,(920) 395-3583,43.759353,-87.722587
brewery,Unknown Brewing Company,"1327 S Mint St Charlotte, NC 28203-4121",Micro,http://www.unknownbrewing.com,www.unknownbrewing.com,http://www.google.com/maps/place/1327 S Mint St++Charlotte+NC+United States,(541) 961-3963,35.220506,-80.857539
brewery,14th Star Brewing,"133 North Main Street, Suite 7 Saint Albans, VT 05478-1735",Micro,http://www.14thstarbrewing.com,www.14thstarbrewing.com,"http://www.google.com/maps/place/133 North Main Street, Suite 7++Saint Albans+VT+United States",(802) 528-5988,44.814919,-73.082235
brewery,Equinox Brewing,"133 Remington St Fort Collins, CO 80524-2833",Micro,http://www.equinoxbrewing.com,www.equinoxbrewing.com,http://www.google.com/maps/place/133 Remington St++Fort Collins+CO+United States,(970) 430-6489,40.586344,-105.07583
brewery,Rock Bridge Brewing Co,"1330 E Prathersville Rd Columbia, MO 65202-8549",Micro,http://www.rockbridgebrewery.com,www.rockbridgebrewery.com,http://www.google.com/maps/place/1330 E Prathersville Rd++Columbia+MO+United States,(573) 356-8901,39.014652,-92.319738
brewery,Forge Brewhouse,"1330 E State St Sycamore, IL 60178-9580",Brewpub,http://www.Forgebrewhouse.com,www.Forgebrewhouse.com,http://www.google.com/maps/place/1330 E State St++Sycamore+IL+United States,815 991-9760,41.983893,-88.65799
brewery,Aslan Brewing Company,"1330 N Forest St Bellingham, WA 98225-4702",Brewpub,http://www.aslanbrewing.com,www.aslanbrewing.com,http://www.google.com/maps/place/1330 N Forest St++Bellingham+WA+United States,(360) 778-2088,48.748395,-122.474484
brewery,Strange Craft Beer Co,"1330 Zuni St Ste M Denver, CO 80204-2328",Micro,http://www.strangecraft.com,www.strangecraft.com,http://www.google.com/maps/place/1330 Zuni St Ste M++Denver+CO+United States,(720) 985-2337,39.692663,-105.015668
brewery,McMenamins Mill Creek Brewery,"13300 Bothell Everett Hwy Ste 304 Mill Creek, WA 98012-5312",Brewpub,http://www.mcmenamins.com,www.mcmenamins.com,http://www.google.com/maps/place/13300 Bothell Everett Hwy Ste 304++Mill Creek+WA+United States,(425) 316-9817,47.877278,-122.212085
brewery,McMenamins Crystal Ballroom Brewery,"1332 W Burnside St Portland, OR 97209-2612",Brewpub,http://www.mcmenamins.com,www.mcmenamins.com,http://www.google.com/maps/place/1332 W Burnside St++Portland+OR+United States,(503) 778-5625,45.522744,-122.684797
brewery,Rock Bottom Brewery - Seattle,"1333 5th Ave Seattle, WA 98101-2600",Brewpub,http://www.rockbottom.com,www.rockbottom.com,http://www.google.com/maps/place/1333 5th Ave++Seattle+WA+United States,(206) 623-3070,47.609337,-122.334755
brewery,Petaluma Hills Brewing Co,"1333 N McDowell Blvd Ste A Petaluma, CA 94954-7106",Micro,http://www.petalumahills.com,www.petalumahills.com,http://www.google.com/maps/place/1333 N McDowell Blvd Ste A++Petaluma+CA+United States,(707) 766-4458,38.272131,-122.663921
brewery,Blue Island Beer Co,"13357 Old Western Ave Blue Island, IL 60406-2969",Micro,http://www.blueislandbeerco.com,www.blueislandbeerco.com,http://www.google.com/maps/place/13357 Old Western Ave++Blue Island+IL+United States,(708) 954-8085,41.649932,-87.680917
brewery,Cape Cod Beer,"1336 Phinneys Ln Ste 2-2 Hyannis, MA 02601-1875",Micro,http://www.capecodbeer.com,www.capecodbeer.com,http://www.google.com/maps/place/1336 Phinneys Ln Ste 2-2++Hyannis+MA+United States,(508) 790-4200,41.678346,-70.31028
brewery,Copper Kettle Brewing Company,"1338 S Valentia St Ste 100 Denver, CO 80247-2167",Micro,http://www.copperkettledenver.com,www.copperkettledenver.com,http://www.google.com/maps/place/1338 S Valentia St Ste 100++Denver+CO+United States,(720) 443-2522,39.692449,-104.890485
